"province","country","loss","sigmoidSpaceLag","realDaysLag","fatalityRate","key"
"","Colombia",0.000300041237441457,2.88203327920737,14.3191921335454,0.153637135611534,"Colombia"
"Colorado","US",0.000478597041064802,1.31043432358377,6.2489502197848,0.0593446183975812,"Colorado@US"
"","Congo_(Brazzaville)",0.00283423556640016,2.76577006468363,13.8399327640673,0.999999988100587,"Congo_(Brazzaville)"
"","Congo_(Kinshasa)",0.00268444321832824,0.774801221997329,3.60581718980571,0.143472743377998,"Congo_(Kinshasa)"
"Connecticut","US",0.00055178569115136,1.18192059066266,4.65084334121048,0.0636563364191151,"Connecticut@US"
"","Costa_Rica",0.000478262800605903,-1.41588357153241,-5.82732086591735,0.00466382084796369,"Costa_Rica"
"","Cote_d'Ivoire",0.000460847428193093,3.50779198590849,15.2465371875356,0.0708273378893948,"Cote_d'Ivoire"
"","Croatia",0.000412446271421247,2.29401652385894,9.17481585643024,0.023161638295332,"Croatia"
"","Cuba",0.00074550397914526,0.0702401378315025,0.283591465928627,0.0259107545325317,"Cuba"
"Curacao","Netherlands",0.0106085301086458,-1.47785103872193,-6.67205260666685,0.083660717397081,"Curacao@Netherlands"
"","Cyprus",0.000937820668011441,-0.357174623389038,-2.15897129939416,0.0199081201008672,"Cyprus"
"","Czechia",0.000305106722407874,2.56263878303813,12.1861341434527,0.0451360392031671,"Czechia"
"Delaware","US",0.000130905306196673,-2.09189661971771,-12.4646810629021,0.00374643075681282,"Delaware@US"
"","Denmark",0.000682464014321511,3.70875261333878,34.2878036205888,0.999999956311516,"Denmark"
"","Diamond_Princess",0.00183534241594306,4.44383933375847,11.5969986325228,0.011901403217217,"Diamond_Princess"
"District_of_Columbia","US",0.000511126414711191,0.617090590780236,3.2984004262394,0.0294211024587177,"District_of_Columbia@US"
"","Djibouti",6.04720436250319e-46,47.5914094758436,216.912316474638,3.48622355740371e-24,"Djibouti"
"","Dominica",1.87221586209997e-67,77.5556010001178,70.7012524948476,5.05227467110074e-39,"Dominica"
"","Dominican_Republic",0.000967185574052094,0.447153692716041,1.70639840999924,0.053330519235898,"Dominican_Republic"
"","Ecuador",0.000936207676912127,1.36252083756417,7.05728159226812,0.0848056605039561,"Ecuador"
"","Egypt",0.000458583809963454,2.49450892785783,21.7324785821313,0.599466621940982,"Egypt"
"","El_Salvador",0.00147057398588269,2.20355854537961,9.38020497254792,0.250994032800647,"El_Salvador"
"","Equatorial_Guinea",1.07684506612675e-50,54.9479804202342,200.027078175798,6.98392866638959e-28,"Equatorial_Guinea"
"","Eritrea",4.77934205185084e-46,48.2685555776488,224.77990572733,1.77937134823415e-24,"Eritrea"
"","Estonia",0.000703471564049332,5.50779446145221,36.8254332213482,0.999999892776209,"Estonia"
"","Eswatini",2.73984911928085e-51,55.9878489439502,153.156160482399,2.54495304410371e-28,"Eswatini"
"","Ethiopia",0.00139484807542047,4.07708790407968,31.8241785004029,0.99999978017118,"Ethiopia"
"Faroe_Islands","Denmark",2.93907644861403e-51,56.4715626193324,180.378020553352,2.93296047128452e-28,"Faroe_Islands@Denmark"
"","Fiji",6.25160248388314e-48,45.1343813521194,344.851858514986,5.98563543150136e-23,"Fiji"
"","Finland",0.000405020291562534,2.53568342957958,16.4726160486133,0.0642852717738789,"Finland"
"Florida","US",0.000472380260936218,0.692926200833875,2.50834087755356,0.0235017415926286,"Florida@US"
"","France",0.000682515685605855,2.74300931528214,18.9535991355782,0.999999998189615,"France"
"French_Guiana","France",4.14462323631662e-46,48.8050658829989,368.783035053081,2.2512713284743e-24,"French_Guiana@France"
"French_Polynesia","France",2.82956473513356e-47,51.5615448009785,185.631667346304,7.54209220455662e-26,"French_Polynesia@France"
"Fujian","China",0.000466965108221283,4.04942763823462,17.4117451565918,0.00333666453906495,"Fujian@China"
"","Gabon",0.00258308003908934,-2.68139204435296,-16.3497424067774,0.0200109345515054,"Gabon"
"","Gambia",0.0299886118040948,0.0213464676612077,0.0679073829238338,0.273712522121956,"Gambia"
"Gansu","China",0.00331783544976666,-0.148494007804838,-1.95866714668746,0.0160624460051382,"Gansu@China"
"","Georgia",0.000696677379676677,5.48078765057027,50.5535356692759,0.999999491606005,"Georgia"
"Georgia","US",0.0010191093501159,0.533734658171445,2.27478191673862,0.0400469299891273,"Georgia@US"
"","Germany",0.000208438701109787,2.24180227681653,12.1836438911377,0.0459408242574116,"Germany"
"","Ghana",0.00132565477117617,-0.903091330423849,-3.20376616470178,0.0219948450865128,"Ghana"
"Gibraltar","United_Kingdom",8.00647807688586e-48,51.4736962958832,184.854654454109,7.47599123000013e-26,"Gibraltar@United_Kingdom"
"","Greece",0.00066198454659538,1.27364073867521,8.89112297067712,0.0719844627519643,"Greece"
"Greenland","Denmark",1.00601509322703e-51,56.8413933444813,143.732785060029,1.10935125833938e-28,"Greenland@Denmark"
"","Grenada",2.41445050743175e-53,58.4506397207833,115.915275600117,1.68637529909877e-29,"Grenada"
"Guadeloupe","France",0.00239845786277531,1.69740451643998,7.26658534007054,0.0690407049662381,"Guadeloupe@France"
"Guam","US",0.00271989439824086,0.821960062931975,4.55811706002448,0.0538893613485173,"Guam@US"
"Guangdong","China",0.000241059963142513,4.01735960476788,15.4651552220415,0.00563587914725528,"Guangdong@China"
"Guangxi","China",0.000820567978417414,1.82109438567464,7.65137540986602,0.00811828427559985,"Guangxi@China"
"","Guatemala",0.00145979491841859,-0.691789286527413,-5.27125588170296,0.0220378361047263,"Guatemala"
"","Guinea-Bissau",2.55386637986164e-44,45.2104242137775,200.462930543041,7.84462150603968e-23,"Guinea-Bissau"
"","Guinea",4.49126491419382e-48,51.2054165237441,96.5968164391328,6.20947708124379e-26,"Guinea"
"Guizhou","China",0.00124507019459,1.03481344852853,4.58358302745673,0.0135933106285009,"Guizhou@China"
"","Guyana",4.29633591317749e-07,1.83501349018614,17.4327235774698,0.968110977521136,"Guyana"
"Hainan","China",0.00278173611921894,1.27135740065238,5.59381999998241,0.0332829832753876,"Hainan@China"
"","Haiti",0.00375011506801653,5.26061359747766,22.1910988476927,0.999999890987103,"Haiti"
"Hawaii","US",0.000859205928833451,5.71487092135806,25.4818379307612,0.999999677178824,"Hawaii@US"
"Hebei","China",0.00129373416527157,1.7248231359838,7.58612919044591,0.0190006093420094,"Hebei@China"
"Heilongjiang","China",0.000899024196625495,0.804030273980459,3.02335966191666,0.0266117746254053,"Heilongjiang@China"
"Henan","China",0.000593210415911614,2.69293041872718,9.71669347425103,0.0170771758347969,"Henan@China"
"","Holy_See",7.09939550124032e-50,54.2249904178097,184.530190966356,3.01149023617757e-27,"Holy_See"
"","Honduras",0.00213115961218463,1.05731081747641,3.36412935551926,0.0995940924213422,"Honduras"
"Hong_Kong","China",0.00014813534254014,-3.88322897510021,-42.1792836369307,0.00183496098840905,"Hong_Kong@China"
"Hubei","China",0.00227847124097114,1.05800231963761,4.53318021885847,0.0448182356687699,"Hubei@China"
"Hunan","China",0.000243834056725715,1.64789492535631,6.97888114994189,0.00388659257599259,"Hunan@China"
"","Hungary",0.00109822580121588,1.17569487111094,5.70701689402624,0.0802282055886122,"Hungary"
"","Iceland",0.000359007599747341,1.39629292897612,7.7066614922817,0.00468575059634027,"Iceland"
"Idaho","US",0.000508285550989806,-0.839439610574609,-2.16345832794757,0.0091465517116609,"Idaho@US"
"Illinois","US",0.000522481413305344,0.920221325866836,3.64168571542807,0.0353999477051133,"Illinois@US"
"","India",1.94272901470571e-08,3.30295120786708,19.2498341489851,0.804341580038299,"India"
"Indiana","US",0.000348153408883275,0.627187555981662,2.61911328221496,0.0391457367449703,"Indiana@US"
"","Indonesia",0.00105407452833088,-0.0158087230903959,-0.0920448516000291,0.0851473557217448,"Indonesia"
"Inner_Mongolia","China",0.00203897094291507,4.36513186916146,26.8794344186477,0.0129710421070478,"Inner_Mongolia@China"
"Iowa","US",0.000667455206571234,1.78352244296276,7.11700897741477,0.0567164346771954,"Iowa@US"
"","Iran",0.00104682743111049,-0.211559466635205,-2.0038485329564,0.0562195985532683,"Iran"
"","Iraq",0.00072040651428023,-0.76004219966101,-5.88426875099933,0.0449508668757141,"Iraq"
"","Ireland",0.000474974417205974,2.20629486077093,11.2679427807372,0.115958842393354,"Ireland"
"Isle_of_Man","United_Kingdom",0.000605024550971395,0.322991794253373,1.09430814962681,0.00874603319079889,"Isle_of_Man@United_Kingdom"
"","Israel",8.34873848071026e-05,1.37821672725849,5.50296442184862,0.00989188146277173,"Israel"
"","Italy",0.000957238271596024,0.529468578842163,3.20481030097073,0.139132532896839,"Italy"
"","Jamaica",0.00236130566972009,0.753534408804142,6.0432155971565,0.0849970152391747,"Jamaica"
"","Japan",2.47492549508461e-08,-9.64172319595661,-129.260894271505,2.22633163022306e-06,"Japan"
"Jiangsu","China",7.46968108836866e-67,77.8675791322994,308.070929494598,4.34721299253099e-39,"Jiangsu@China"
"Jiangxi","China",0.000137559481653251,1.79561150511714,6.05179973281842,0.00109077985342437,"Jiangxi@China"
"Jilin","China",0.00155881562621799,0.300240878571311,1.36025721313389,0.0107528892598241,"Jilin@China"
"","Jordan",0.00130265301654377,1.62958168900324,6.1898063466733,0.0214248165435261,"Jordan"
"Kansas","US",0.000625640184201021,0.879068176730663,3.80262564921996,0.0476881385478326,"Kansas@US"
"","Kazakhstan",0.000429175055378164,0.782830626899181,3.71425107127219,0.0142308081984696,"Kazakhstan"
"Kentucky","US",0.00206760871326707,1.8097493456857,6.66872002742641,0.0966427448123893,"Kentucky@US"
"","Kenya",0.000824680344040423,1.32855343644282,5.68859877560744,0.0751493585284253,"Kenya"
"","Korea,_South",0.00149898416809993,3.05536027815678,12.6199700858688,0.0171387923862475,"Korea,_South"
"","Kosovo",0.00219814429983412,-0.150505071651258,-0.322031186660046,0.0102801899610628,"Kosovo"
"","Kuwait",3.88637281953372e-08,5.23953367762525,59.2176287872147,0.170241913812604,"Kuwait"
"","Kyrgyzstan",0.000693420285918762,4.94605563552902,28.6000968371612,0.999998956412777,"Kyrgyzstan"
"","Laos",4.18701319588e-47,49.8993543799907,242.409566597363,2.20369435858475e-25,"Laos"
"","Latvia",0.000205472891368251,8.08000262524238,38.6194391076925,0.998437816683781,"Latvia"
"","Lebanon",0.00123743853182485,1.2664196102892,6.73609857132436,0.0413065046527184,"Lebanon"
"Liaoning","China",0.00275088023861464,2.37764674346411,15.5288555015052,0.0118209646540095,"Liaoning@China"
"","Liberia",7.54594104504067e-08,1.96604606243526,13.492242757358,0.964101085440072,"Liberia"
"","Libya",0.00373672333610687,0.641674299441236,2.41295139394452,0.0788976568936727,"Libya"
"","Liechtenstein",0.00130518370662641,8.55984467981511,30.8201744414423,0.999476052604686,"Liechtenstein"
"","Lithuania",0.000471488103506863,0.389446928212796,1.81042115628897,0.0180971950861235,"Lithuania"
"Louisiana","US",0.000257836885726514,-0.402672329177234,-1.69515386447715,0.0299166553390435,"Louisiana@US"
"","Luxembourg",0.000346115785808862,0.937022755220589,3.85600043541907,0.0151417942014439,"Luxembourg"
"Macau","China",4.18961295024494e-47,47.2151088441042,1180.78188243431,4.40366290488803e-22,"Macau@China"
"","Madagascar",7.24455015148308e-45,47.7446962254639,145.61392305975,1.1012476890585e-24,"Madagascar"
"Maine","US",0.00127930885071689,1.80164646755918,8.90760137435037,0.0497098181776028,"Maine@US"
"","Malaysia",0.000404946623083797,1.21238069305812,6.34537625703797,0.0214992420738339,"Malaysia"
"","Maldives",2.77351129027919e-52,57.4809596792197,258.027487004203,5.75892813282649e-29,"Maldives"
"","Mali",0.0035514115662109,0.708393848220652,2.3073053526764,0.111198039172155,"Mali"
"","Malta",5.18389499793847e-47,49.8788149608122,312.919583901706,2.48424235446477e-25,"Malta"
"Manitoba","Canada",0.000859136013196618,0.448516984260226,1.76510540129928,0.0130390230081531,"Manitoba@Canada"
"Martinique","France",0.00179269153915634,1.05520022797477,4.62308650201242,0.0297778771964171,"Martinique@France"
"Maryland","US",0.000310160140005251,4.49642173112923,20.0544590880573,0.999998368222299,"Maryland@US"
"Massachusetts","US",0.000497296496254838,1.27982515322271,5.11458701685153,0.0378740173382536,"Massachusetts@US"
"","Mauritania",0.0174072500907213,1.60250582642777,8.88764474390447,0.28787312349489,"Mauritania"
"","Mauritius",0.00115079497917291,-0.146453927170131,-0.640802128544403,0.0296658233215219,"Mauritius"
"Mayotte","France",0.000787335569564188,1.51571294273628,6.33594383468969,0.0237357033643916,"Mayotte@France"
"","Mexico",0.000659921498396316,3.98648118882031,20.7270312394691,0.999999955098197,"Mexico"
"Michigan","US",0.00066640989281206,0.83282163376827,3.66967778848417,0.0698364993289457,"Michigan@US"
"Minnesota","US",0.00110604245155434,1.81829709051283,8.8300143309484,0.0694397585884988,"Minnesota@US"
"Mississippi","US",0.000591569724626106,1.63945563260094,7.4295424031809,0.0654460005169039,"Mississippi@US"
"Missouri","US",0.000718534020817396,1.67119878243235,6.07027194064606,0.0361826792271666,"Missouri@US"
"","Moldova",0.000185437470634083,4.30958017034864,23.4743736890726,0.999999919060598,"Moldova"
"","Monaco",0.00150024217410663,0.829687573601237,4.13849240306143,0.0184434470228909,"Monaco"
"","Mongolia",2.36130868096535e-49,53.5210205007697,243.259728303561,4.74181825857022e-27,"Mongolia"
"Montana","US",0.00248121741005337,0.368120322623145,1.32635408782571,0.0235366991683226,"Montana@US"
"","Montenegro",0.000440772776792911,-1.03755866625459,-4.81117509880253,0.00731409137630098,"Montenegro"
"Montserrat","United_Kingdom",3.57848758021254e-51,55.5658298934736,150.731148553,4.1246812221313e-28,"Montserrat@United_Kingdom"
"","Morocco",0.000873428056525116,0.960097161544869,5.13528800960679,0.121187766226812,"Morocco"
"","Mozambique",1.31288233276922e-48,52.3474099158707,196.854267147979,2.6160905084877e-26,"Mozambique"
"","MS_Zaandam",0.0115345743323735,0.29644858758621,0.194710159653628,0.227993212380374,"MS_Zaandam"
"","Namibia",9.5824162943877e-48,50.8620440675345,245.034661947208,8.28170668199084e-26,"Namibia"
"Nebraska","US",0.000427014416218239,4.20804320205239,24.0429704381665,0.999998634922991,"Nebraska@US"
"","Nepal",6.42006899708179e-50,47.7959021832603,547.425108106732,3.88439824079334e-22,"Nepal"
"","Netherlands",0.00110482580770893,1.13834622170748,5.90900839022092,0.148673975219958,"Netherlands"
"Nevada","US",0.00130263059578918,0.778756534871241,3.06076472040474,0.0369160635888851,"Nevada@US"
"New_Brunswick","Canada",3.84876194486723e-46,49.323936375411,252.210007501908,8.85756741608154e-25,"New_Brunswick@Canada"
"New_Caledonia","France",5.85777550075215e-55,62.0499823480284,104.065886895349,5.22376990577929e-31,"New_Caledonia@France"
"New_Hampshire","US",0.000343670727886167,1.94479356704793,10.653968119002,0.0594929148500611,"New_Hampshire@US"
"New_Jersey","US",0.000509310440920498,1.26339315993338,4.83798596752931,0.0464309176347622,"New_Jersey@US"
"New_Mexico","US",0.000221323300083387,4.07970241255185,23.2073341376698,0.785630346099054,"New_Mexico@US"
"New_South_Wales","Australia",0.000573149560581704,-0.519769533733979,-1.98017846713515,0.00494357117746979,"New_South_Wales@Australia"
"New_York","US",0.000599888522589592,2.18334037640002,10.3235734520069,0.125640310311675,"New_York@US"
"","New_Zealand",9.37314966175262e-05,-0.0378226319533856,-0.140816457637219,0.00101785915026756,"New_Zealand"
"Newfoundland_and_Labrador","Canada",0.000811157695893604,0.439841192971481,1.60176219514396,0.00529041429357698,"Newfoundland_and_Labrador@Canada"
"","Nicaragua",0.0211377777013282,0.280880667516838,1.10341245691515,0.206535893411458,"Nicaragua"
"","Niger",0.000476801033814994,-1.15998947102214,-3.30640962842261,0.0258200679374781,"Niger"
"","Nigeria",0.000788072789814955,1.5939206410158,5.57224773791151,0.0313643611930295,"Nigeria"
"Ningxia","China",4.18936118442944e-66,75.7174336663211,362.275967336339,4.02071432337273e-38,"Ningxia@China"
"North_Carolina","US",0.000383417944284572,4.8474287961159,26.0708972095774,0.999999440226654,"North_Carolina@US"
"North_Dakota","US",0.0013435792524461,0.19996953778873,0.92103609464943,0.0172031481110783,"North_Dakota@US"
"","North_Macedonia",0.000538819591939295,4.02013934894694,24.3771280174557,0.999999925789235,"North_Macedonia"
"Northern_Territory","Australia",4.08939825522877e-46,49.2915941466222,213.928377508801,9.10538657500448e-25,"Northern_Territory@Australia"
"Northwest_Territories","Canada",5.20923750202877e-47,47.6399881610823,277.919018694903,3.97357524989456e-22,"Northwest_Territories@Canada"
"","Norway",0.000170470164612552,2.7519667122029,17.3746766838619,0.0450658905418876,"Norway"
"Nova_Scotia","Canada",0.000357274475238277,7.80754374136196,39.9543555722207,0.989014925115798,"Nova_Scotia@Canada"
"Ohio","US",0.000441243936123398,1.11650729862167,4.76768825293557,0.0550243675592606,"Ohio@US"
"Oklahoma","US",0.00100135082525208,0.451625406215894,1.71995574501961,0.0461945717298962,"Oklahoma@US"
"","Oman",0.000240245259588452,5.74602780015292,41.4096744522779,0.999981979595019,"Oman"
"Ontario","Canada",0.00051946771917617,4.19066385268766,21.4961694775878,0.999999930964637,"Ontario@Canada"
"Oregon","US",0.000705330513292347,-0.385370482874919,-1.71899012721007,0.0233738478627973,"Oregon@US"
"","Pakistan",0.000176538121975053,1.89490129015595,12.5132421659229,0.0564720291469458,"Pakistan"
"","Panama",0.000404329354055845,0.643556189612305,3.12001768374133,0.0342716143655367,"Panama"
"","Papua_New_Guinea",1.66420415474603e-46,49.5743272238274,298.399228081151,3.93538773430411e-25,"Papua_New_Guinea"
"","Paraguay",0.00259099745215171,-0.70858011119648,-3.70501659962304,0.0329867128044081,"Paraguay"
"Pennsylvania","US",0.000203657286758822,1.12262879222036,4.63029592505837,0.0304563657353638,"Pennsylvania@US"
"","Peru",3.73856287471214e-07,3.19201578708782,22.3617655489331,0.861737822274949,"Peru"
"","Philippines",0.00101202703240111,-0.22383338373901,-0.85083635360226,0.0421549562275507,"Philippines"
"","Poland",0.000176718597942253,4.46448627542141,25.8377187610248,0.999999540758563,"Poland"
"","Portugal",0.000240073697853969,0.73165765679278,2.85279758970885,0.0322927071045593,"Portugal"
"Prince_Edward_Island","Canada",1.72771865981198e-50,55.2621810871792,118.422930454968,6.66460147114643e-28,"Prince_Edward_Island@Canada"
"Puerto_Rico","US",0.000901502444419695,0.193447312365455,0.728456419387473,0.0443275182274678,"Puerto_Rico@US"
"","Qatar",1.94744079661375e-07,5.42227352143543,56.5002527615628,0.505837637312066,"Qatar"
"Qinghai","China",6.99868605980033e-59,66.7900774370491,405.072469044862,1.28893398674043e-33,"Qinghai@China"
"Quebec","Canada",0.000337957983839161,5.07696743176766,23.1767980221859,0.999999672561292,"Quebec@Canada"
"Queensland","Australia",0.000237535181272629,1.6268275871761,6.52897318485523,0.00595380220995761,"Queensland@Australia"
"Reunion","France",2.08244616490945e-45,48.5552846647247,184.989419496164,1.47882442168328e-24,"Reunion@France"
"Rhode_Island","US",0.00065508586098837,2.89708384708982,13.1897303527605,0.228213491967941,"Rhode_Island@US"
"","Romania",0.000712089832938713,1.02112777262289,4.73616215889075,0.0663032385303891,"Romania"
"","Russia",8.98231517111841e-05,0.297829044367381,1.36146054959381,0.00937393234255993,"Russia"
"","Rwanda",7.80814720073273e-48,51.7944226266582,203.146634182445,7.49176795498845e-26,"Rwanda"
"Saint_Barthelemy","France",4.44557447343236e-46,49.1113867045224,505.420013992251,1.2452304786243e-24,"Saint_Barthelemy@France"
"","Saint_Kitts_and_Nevis",2.04941169296015e-50,54.8524176814235,103.981259839879,1.53437805030054e-27,"Saint_Kitts_and_Nevis"
"","Saint_Lucia",9.88247252169109e-49,52.3650193474014,155.566313667376,1.68008507109181e-26,"Saint_Lucia"
"","Saint_Vincent_and_the_Grenadines",1.87012262228229e-47,51.3005943698522,54.7693353587641,4.74270184831689e-26,"Saint_Vincent_and_the_Grenadines"
"","San_Marino",0.00482219396948867,0.59191703778818,3.38895352131392,0.126260032511546,"San_Marino"
"Saskatchewan","Canada",0.00157274700268926,1.17350630801429,6.2248031885338,0.0195611811796109,"Saskatchewan@Canada"
"","Saudi_Arabia",0.000358473909332914,5.39990051348187,31.2205022006884,0.999995900255216,"Saudi_Arabia"
"","Senegal",0.000587613337101977,6.35271840942752,31.2635695811316,0.736956992407477,"Senegal"
"","Serbia",0.000250518931824541,2.92707134048632,16.8160716842354,0.33938249853511,"Serbia"
"","Seychelles",1.35956153097517e-52,57.581564946694,201.549354470581,3.77193016943011e-29,"Seychelles"
"Shaanxi","China",0.00157192187913477,9.08019112755037,35.0651284405104,0.0121035369034885,"Shaanxi@China"
"Shandong","China",0.000535184088304019,1.87070241315357,12.6084762728803,0.00923689733960628,"Shandong@China"
"Shanghai","China",0.0012314868736151,1.55794686866369,25.3251118467505,0.0131624048658898,"Shanghai@China"
"Shanxi","China",1.70629586830294e-61,70.6348393813764,377.176480407389,2.5656857651175e-35,"Shanxi@China"
"Sichuan","China",0.000628164951340872,1.50031583521253,7.26129909410584,0.00562916674293765,"Sichuan@China"
"","Sierra_Leone",3.56722700892591e-51,55.3965198330839,57.6072841465826,4.5097014907121e-28,"Sierra_Leone"
"","Singapore",2.19091355318129e-05,5.63088438924631,74.7288744507851,0.974051133899164,"Singapore"
"Sint_Maarten","Netherlands",0.00324437993377094,2.50063148045211,8.91640914648332,0.999999991169168,"Sint_Maarten@Netherlands"
"","Slovakia",0.000387178094859051,7.37191507877217,44.1198870502555,0.998462077847587,"Slovakia"
"","Slovenia",0.000486897100640673,3.40441386369466,20.8646448640809,0.148433433455127,"Slovenia"
"","Somalia",4.18643694552238e-46,49.3644028887402,191.744027471409,1.07503579886532e-24,"Somalia"
"","South_Africa",0.000176398108422254,2.9397815975239,8.65474936070793,0.0104559189343022,"South_Africa"
"South_Australia","Australia",0.000183421149142221,9.41452746831907,43.2004704374581,0.975307999655715,"South_Australia@Australia"
"South_Carolina","US",0.000263227402835949,0.124613989401937,0.493845613841845,0.0224547132161281,"South_Carolina@US"
"South_Dakota","US",0.000728198946340973,4.64286915829063,24.9570374442792,0.994601038573679,"South_Dakota@US"
"","Spain",0.000849070520528072,0.435013460008349,2.04852666967337,0.109005537382939,"Spain"
"","Sri_Lanka",0.00155598810116105,3.51060989057715,18.9936176896544,0.130532022332538,"Sri_Lanka"
"St_Martin","France",0.00176049946053707,3.23524014426495,23.9111940316814,0.99999994674782,"St_Martin@France"
